SpecieKey,AppClass,Taxon,Class,Order_Info,Family,Genus,Origin
2224,II,Ferocactus townsendianus,,Caryophyllales,Cactaceae,Ferocactus,
2225,II,Ferocactus uncinatus,,Caryophyllales,Cactaceae,Ferocactus,
2226,II,Ferocactus viridescens,,Caryophyllales,Cactaceae,Ferocactus,
2227,II,Ferocactus wislizeni,,Caryophyllales,Cactaceae,Ferocactus,
2228,II,Frailea cataphracta,,Caryophyllales,Cactaceae,Frailea,
2229,II,Frailea gracillima,,Caryophyllales,Cactaceae,Frailea,
2230,II,Frailea pumila,,Caryophyllales,Cactaceae,Frailea,
2231,II,Geohintonia mexicana,,Caryophyllales,Cactaceae,Geohintonia,
2232,II,Grusonia spp.,,Caryophyllales,Cactaceae,Grusonia,
2233,II,Grusonia bradtiana,,Caryophyllales,Cactaceae,Grusonia,
2234,II,Gymnocalycium spp.,,Caryophyllales,Cactaceae,Gymnocalycium,
2235,II,Gymnocalycium alboareolatum,,Caryophyllales,Cactaceae,Gymnocalycium,
2236,II,Gymnocalycium amerhauseri,,Caryophyllales,Cactaceae,Gymnocalycium,
2237,II,Gymnocalycium andreae,,Caryophyllales,Cactaceae,Gymnocalycium,
2238,II,Gymnocalycium anisitsii,,Caryophyllales,Cactaceae,Gymnocalycium,
2239,II,Gymnocalycium baldianum,,Caryophyllales,Cactaceae,Gymnocalycium,
2240,II,Gymnocalycium bruchii,,Caryophyllales,Cactaceae,Gymnocalycium,
2241,II,Gymnocalycium denudatum,,Caryophyllales,Cactaceae,Gymnocalycium,
2242,II,Gymnocalycium gibbosum,,Caryophyllales,Cactaceae,Gymnocalycium,
2243,II,Gymnocalycium horstii,,Caryophyllales,Cactaceae,Gymnocalycium,
2244,II,Gymnocalycium hossei,,Caryophyllales,Cactaceae,Gymnocalycium,
2245,II,Gymnocalycium marsoneri,,Caryophyllales,Cactaceae,Gymnocalycium,
2246,II,Gymnocalycium mihanovichii,,Caryophyllales,Cactaceae,Gymnocalycium,
2247,II,Gymnocalycium monvillei,,Caryophyllales,Cactaceae,Gymnocalycium,
2248,II,Gymnocalycium mostii,,Caryophyllales,Cactaceae,Gymnocalycium,
2249,II,Gymnocalycium oenanthemum,,Caryophyllales,Cactaceae,Gymnocalycium,
2250,II,Gymnocalycium paraguayense,,Caryophyllales,Cactaceae,Gymnocalycium,
2251,II,Gymnocalycium pflanzii,,Caryophyllales,Cactaceae,Gymnocalycium,
2252,II,Gymnocalycium pugionacanthum,,Caryophyllales,Cactaceae,Gymnocalycium,
2253,II,Gymnocalycium saglionis,,Caryophyllales,Cactaceae,Gymnocalycium,
2254,II,Gymnocalycium spegazzinii,,Caryophyllales,Cactaceae,Gymnocalycium,
2255,II,Gymnocalycium stenopleurum,,Caryophyllales,Cactaceae,Gymnocalycium,
2256,II,Gymnocalycium uebelmannianum,,Caryophyllales,Cactaceae,Gymnocalycium,
2257,II,Haageocereus spp.,,Caryophyllales,Cactaceae,Haageocereus,
2258,II,Haageocereus pseudomelanostele,,Caryophyllales,Cactaceae,Haageocereus,
2259,II,Haageocereus versicolor,,Caryophyllales,Cactaceae,Haageocereus,
2260,II,Hatiora spp.,,Caryophyllales,Cactaceae,Hatiora,
2261,II,Hatiora cylindrica,,Caryophyllales,Cactaceae,Hatiora,
2262,II,Hatiora herminiae,,Caryophyllales,Cactaceae,Hatiora,
2263,II,Hatiora hybrid,,Caryophyllales,Cactaceae,Hatiora,
2264,II,Hatiora salicornioides,,Caryophyllales,Cactaceae,Hatiora,
2265,II,Hatiora salicornioides,,Caryophyllales,Cactaceae,Hatiora,XX
2266,II,Hatiora salicornioides,,Caryophyllales,Cactaceae,Hatiora,NL
2267,II,Hylocereus spp.,,Caryophyllales,Cactaceae,Hylocereus,
2268,II,Hylocereus monacanthus,,Caryophyllales,Cactaceae,Hylocereus,
2269,II,Hylocereus undatus,,Caryophyllales,Cactaceae,Hylocereus,
2270,II,Lepismium spp.,,Caryophyllales,Cactaceae,Lepismium,
2271,II,Lepismium cruciforme,,Caryophyllales,Cactaceae,Lepismium,
2272,II,Lepismium houlletianum,,Caryophyllales,Cactaceae,Lepismium,
2273,II,Lepismium lorentzianum,,Caryophyllales,Cactaceae,Lepismium,
2274,II,Lepismium lumbricoides,,Caryophyllales,Cactaceae,Lepismium,
2275,II,Leptocereus paniculatus,,Caryophyllales,Cactaceae,Leptocereus,
2276,II,Leptocereus weingartianus,,Caryophyllales,Cactaceae,Leptocereus,
2277,II,Leuchtenbergia principis,,Caryophyllales,Cactaceae,Leuchtenbergia,
2278,II,Lophophora diffusa,,Caryophyllales,Cactaceae,Lophophora,
2279,II,Lophophora williamsii,,Caryophyllales,Cactaceae,Lophophora,
2280,II,Lymanbensonia brevispina,,Caryophyllales,Cactaceae,Lymanbensonia,
2281,II,Lymanbensonia crenata,,Caryophyllales,Cactaceae,Lymanbensonia,
2282,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,
2283,II,Mammillaria albicans,,Caryophyllales,Cactaceae,Mammillaria,
2284,II,Mammillaria albicoma,,Caryophyllales,Cactaceae,Mammillaria,
2285,II,Mammillaria albiflora,,Caryophyllales,Cactaceae,Mammillaria,
2286,II,Mammillaria albilanata,,Caryophyllales,Cactaceae,Mammillaria,
2287,II,Mammillaria armillata,,Caryophyllales,Cactaceae,Mammillaria,
2288,II,Mammillaria aureilanata,,Caryophyllales,Cactaceae,Mammillaria,
2289,II,Mammillaria backebergiana,,Caryophyllales,Cactaceae,Mammillaria,
2290,II,Mammillaria barbata,,Caryophyllales,Cactaceae,Mammillaria,
2291,II,Mammillaria baumii,,Caryophyllales,Cactaceae,Mammillaria,
2292,II,Mammillaria berkiana,,Caryophyllales,Cactaceae,Mammillaria,
2293,II,Mammillaria blossfeldiana,,Caryophyllales,Cactaceae,Mammillaria,
2294,II,Mammillaria bocasana,,Caryophyllales,Cactaceae,Mammillaria,
2295,II,Mammillaria bombycina,,Caryophyllales,Cactaceae,Mammillaria,
2296,II,Mammillaria boolii,,Caryophyllales,Cactaceae,Mammillaria,
2297,II,Mammillaria carmenae,,Caryophyllales,Cactaceae,Mammillaria,
2298,II,Mammillaria carnea,,Caryophyllales,Cactaceae,Mammillaria,
2299,II,Mammillaria cerralboa,,Caryophyllales,Cactaceae,Mammillaria,
2300,II,Mammillaria coahuilensis,,Caryophyllales,Cactaceae,Mammillaria,
2301,II,Mammillaria columbiana,,Caryophyllales,Cactaceae,Mammillaria,
2302,II,Mammillaria compressa,,Caryophyllales,Cactaceae,Mammillaria,
2303,II,Mammillaria crinita,,Caryophyllales,Cactaceae,Mammillaria,
2304,II,Mammillaria decipiens,,Caryophyllales,Cactaceae,Mammillaria,
2305,II,Mammillaria deherdtiana,,Caryophyllales,Cactaceae,Mammillaria,
2306,II,Mammillaria dioica,,Caryophyllales,Cactaceae,Mammillaria,
2307,II,Mammillaria discolor,,Caryophyllales,Cactaceae,Mammillaria,
2308,II,Mammillaria duoformis,,Caryophyllales,Cactaceae,Mammillaria,
2309,II,Mammillaria duwei,,Caryophyllales,Cactaceae,Mammillaria,
2310,II,Mammillaria eichlamii,,Caryophyllales,Cactaceae,Mammillaria,
2311,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,
2312,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,XX
2313,II,Mammillaria eriacantha,,Caryophyllales,Cactaceae,Mammillaria,
2314,II,Mammillaria fittkaui,,Caryophyllales,Cactaceae,Mammillaria,
2315,II,Mammillaria formosa,,Caryophyllales,Cactaceae,Mammillaria,
2316,II,Mammillaria geminispina,,Caryophyllales,Cactaceae,Mammillaria,
2317,II,Mammillaria gigantea,,Caryophyllales,Cactaceae,Mammillaria,
2318,II,Mammillaria glassii,,Caryophyllales,Cactaceae,Mammillaria,
2319,II,Mammillaria glassii,,Caryophyllales,Cactaceae,Mammillaria,XX
2320,II,Mammillaria grahamii,,Caryophyllales,Cactaceae,Mammillaria,
2321,II,Mammillaria grusonii,,Caryophyllales,Cactaceae,Mammillaria,
2322,II,Mammillaria guelzowiana,,Caryophyllales,Cactaceae,Mammillaria,
2323,II,Mammillaria haageana,,Caryophyllales,Cactaceae,Mammillaria,
2324,II,Mammillaria hahniana,,Caryophyllales,Cactaceae,Mammillaria,
2325,II,Mammillaria hahniana,,Caryophyllales,Cactaceae,Mammillaria,XX
2326,II,Mammillaria hamata,,Caryophyllales,Cactaceae,Mammillaria,
2327,II,Mammillaria heidiae,,Caryophyllales,Cactaceae,Mammillaria,
2328,II,Mammillaria heidiae,,Caryophyllales,Cactaceae,Mammillaria,XX
2329,II,Mammillaria hernandezii,,Caryophyllales,Cactaceae,Mammillaria,
2330,II,Mammillaria herrerae,,Caryophyllales,Cactaceae,Mammillaria,
2331,II,Mammillaria heyderi,,Caryophyllales,Cactaceae,Mammillaria,
2332,II,Mammillaria humboldtii,,Caryophyllales,Cactaceae,Mammillaria,
2333,II,Mammillaria karwinskiana,,Caryophyllales,Cactaceae,Mammillaria,
2334,II,Mammillaria klissingiana,,Caryophyllales,Cactaceae,Mammillaria,
2335,II,Mammillaria lasiacantha,,Caryophyllales,Cactaceae,Mammillaria,
2336,II,Mammillaria laui,,Caryophyllales,Cactaceae,Mammillaria,
2337,II,Mammillaria laui,,Caryophyllales,Cactaceae,Mammillaria,XX
2338,II,Mammillaria longiflora,,Caryophyllales,Cactaceae,Mammillaria,
2339,II,Mammillaria longimamma,,Caryophyllales,Cactaceae,Mammillaria,
2340,II,Mammillaria luethyi,,Caryophyllales,Cactaceae,Mammillaria,
2341,II,Mammillaria magnifica,,Caryophyllales,Cactaceae,Mammillaria,
2342,II,Mammillaria magnimamma,,Caryophyllales,Cactaceae,Mammillaria,
2343,II,Mammillaria mainiae,,Caryophyllales,Cactaceae,Mammillaria,
2344,II,Mammillaria marksiana,,Caryophyllales,Cactaceae,Mammillaria,
2345,II,Mammillaria mathildae,,Caryophyllales,Cactaceae,Mammillaria,
2346,II,Mammillaria matudae,,Caryophyllales,Cactaceae,Mammillaria,
2347,II,Mammillaria matudae,,Caryophyllales,Cactaceae,Mammillaria,XX
2348,II,Mammillaria melaleuca,,Caryophyllales,Cactaceae,Mammillaria,
2349,II,Mammillaria melanocentra,,Caryophyllales,Cactaceae,Mammillaria,
2350,II,Mammillaria mercadensis,,Caryophyllales,Cactaceae,Mammillaria,
2351,II,Mammillaria microhelia,,Caryophyllales,Cactaceae,Mammillaria,
2352,II,Mammillaria muehlenpfordtii,,Caryophyllales,Cactaceae,Mammillaria,
2353,II,Mammillaria mystax,,Caryophyllales,Cactaceae,Mammillaria,
2354,II,Mammillaria napina,,Caryophyllales,Cactaceae,Mammillaria,
2355,II,Mammillaria neopalmeri,,Caryophyllales,Cactaceae,Mammillaria,
2356,II,Mammillaria nivosa,,Caryophyllales,Cactaceae,Mammillaria,
2357,II,Mammillaria orcuttii,,Caryophyllales,Cactaceae,Mammillaria,
2358,II,Mammillaria parkinsonii,,Caryophyllales,Cactaceae,Mammillaria,
2359,II,Mammillaria peninsularis,,Caryophyllales,Cactaceae,Mammillaria,
2360,II,Mammillaria pennispinosa,,Caryophyllales,Cactaceae,Mammillaria,
2361,II,Mammillaria perbella,,Caryophyllales,Cactaceae,Mammillaria,
2362,II,Mammillaria petrophila,,Caryophyllales,Cactaceae,Mammillaria,
2363,II,Mammillaria picta,,Caryophyllales,Cactaceae,Mammillaria,
2364,II,Mammillaria plumosa,,Caryophyllales,Cactaceae,Mammillaria,
2365,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,
2366,II,Mammillaria polythele,,Caryophyllales,Cactaceae,Mammillaria,XX
2367,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,
2368,II,Mammillaria pringlei,,Caryophyllales,Cactaceae,Mammillaria,XX
2369,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,
2370,II,Mammillaria prolifera,,Caryophyllales,Cactaceae,Mammillaria,XX
2371,II,Mammillaria rekoi,,Caryophyllales,Cactaceae,Mammillaria,
2372,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,
2373,II,Mammillaria roseoalba,,Caryophyllales,Cactaceae,Mammillaria,
2374,II,Mammillaria saboae,,Caryophyllales,Cactaceae,Mammillaria,
2375,II,Mammillaria schiedeana,,Caryophyllales,Cactaceae,Mammillaria,
2376,II,Mammillaria schumannii,,Caryophyllales,Cactaceae,Mammillaria,
2377,II,Mammillaria schwarzii,,Caryophyllales,Cactaceae,Mammillaria,
2378,II,Mammillaria scrippsiana,,Caryophyllales,Cactaceae,Mammillaria,
2379,II,Mammillaria sempervivi,,Caryophyllales,Cactaceae,Mammillaria,
2380,II,Mammillaria senilis,,Caryophyllales,Cactaceae,Mammillaria,
2381,II,Mammillaria sphacelata,,Caryophyllales,Cactaceae,Mammillaria,
2382,II,Mammillaria sphaerica,,Caryophyllales,Cactaceae,Mammillaria,
2383,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,
2384,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,BE
2385,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,XX
2386,II,Mammillaria standleyi,,Caryophyllales,Cactaceae,Mammillaria,
2387,II,Mammillaria supertexta,,Caryophyllales,Cactaceae,Mammillaria,
2388,II,Mammillaria surculosa,,Caryophyllales,Cactaceae,Mammillaria,
2389,II,Mammillaria tetrancistra,,Caryophyllales,Cactaceae,Mammillaria,
2390,II,Mammillaria theresae,,Caryophyllales,Cactaceae,Mammillaria,
2391,II,Mammillaria thornberi,,Caryophyllales,Cactaceae,Mammillaria,
2392,II,Mammillaria tonalensis,,Caryophyllales,Cactaceae,Mammillaria,
2393,II,Mammillaria varieaculeata,,Caryophyllales,Cactaceae,Mammillaria,
2394,II,Mammillaria vetula,,Caryophyllales,Cactaceae,Mammillaria,
2395,II,Mammillaria wiesingeri,,Caryophyllales,Cactaceae,Mammillaria,
2396,II,Mammillaria wrightii,,Caryophyllales,Cactaceae,Mammillaria,
2397,II,Mammillaria zeilmanniana,,Caryophyllales,Cactaceae,Mammillaria,
2398,II,Mammillaria zeilmanniana,,Caryophyllales,Cactaceae,Mammillaria,TW
2399,II,Mammillaria zeilmanniana,,Caryophyllales,Cactaceae,Mammillaria,XX
2400,II,Mammilloydia candida,,Caryophyllales,Cactaceae,Mammilloydia,
2401,II,Matucana spp.,,Caryophyllales,Cactaceae,Matucana,
2402,II,Matucana aureiflora,,Caryophyllales,Cactaceae,Matucana,
2403,II,Matucana madisoniorum,,Caryophyllales,Cactaceae,Matucana,
2404,II,Matucana polzii,,Caryophyllales,Cactaceae,Matucana,
2405,II,Melocactus spp.,,Caryophyllales,Cactaceae,Melocactus,
2406,II,Melocactus andinus,,Caryophyllales,Cactaceae,Melocactus,
2407,II,Melocactus azureus,,Caryophyllales,Cactaceae,Melocactus,
2408,II,Melocactus bahiensis,,Caryophyllales,Cactaceae,Melocactus,
2409,II,Melocactus broadwayi,,Caryophyllales,Cactaceae,Melocactus,
2410,II,Melocactus curvispinus,,Caryophyllales,Cactaceae,Melocactus,
2411,II,Melocactus ernestii,,Caryophyllales,Cactaceae,Melocactus,
2412,II,Melocactus intortus,,Caryophyllales,Cactaceae,Melocactus,
2413,II,Melocactus lemairei,,Caryophyllales,Cactaceae,Melocactus,
2414,II,Melocactus levitestatus,,Caryophyllales,Cactaceae,Melocactus,
2415,II,Melocactus matanzanus,,Caryophyllales,Cactaceae,Melocactus,
2416,II,Melocactus peruvianus,,Caryophyllales,Cactaceae,Melocactus,
2417,II,Melocactus praerupticola,,Caryophyllales,Cactaceae,Melocactus,
2418,II,Melocactus schatzlii,,Caryophyllales,Cactaceae,Melocactus,
2419,II,Melocactus smithii,,Caryophyllales,Cactaceae,Melocactus,
2420,II,Micranthocereus spp.,,Caryophyllales,Cactaceae,Micranthocereus,
2421,II,Micranthocereus auriazureus,,Caryophyllales,Cactaceae,Micranthocereus,
2422,II,Micranthocereus estevesii,,Caryophyllales,Cactaceae,Micranthocereus,
2423,II,Myrtillocactus spp.,,Caryophyllales,Cactaceae,Myrtillocactus,
2424,II,Myrtillocactus geometrizans,,Caryophyllales,Cactaceae,Myrtillocactus,
2425,II,Neobuxbaumia spp.,,Caryophyllales,Cactaceae,Neobuxbaumia,
2426,II,Neobuxbaumia euphorbioides,,Caryophyllales,Cactaceae,Neobuxbaumia,
2427,II,Neobuxbaumia polylopha,,Caryophyllales,Cactaceae,Neobuxbaumia,
2428,II,Neoraimondia spp.,,Caryophyllales,Cactaceae,Neoraimondia,
2429,II,Neoraimondia herzogiana,,Caryophyllales,Cactaceae,Neoraimondia,
2430,II,Neowerdermannia vorwerkii,,Caryophyllales,Cactaceae,Neowerdermannia,
2431,II,Nyctocereus spp.,,Caryophyllales,Cactaceae,Nyctocereus,
2432,II,Opuntia spp.,,Caryophyllales,Cactaceae,Opuntia,
2433,II,Opuntia acaulis,,Caryophyllales,Cactaceae,Opuntia,
2434,II,Opuntia acaulis,,Caryophyllales,Cactaceae,Opuntia,XX
2435,II,Opuntia aciculata,,Caryophyllales,Cactaceae,Opuntia,
2436,II,Opuntia basilaris,,Caryophyllales,Cactaceae,Opuntia,
2437,II,Opuntia decumbens,,Caryophyllales,Cactaceae,Opuntia,
2438,II,Opuntia elata,,Caryophyllales,Cactaceae,Opuntia,
2439,II,Opuntia elatior,,Caryophyllales,Cactaceae,Opuntia,
2440,II,Opuntia engelmannii,,Caryophyllales,Cactaceae,Opuntia,
2441,II,Opuntia excelsa,,Caryophyllales,Cactaceae,Opuntia,
2442,II,Opuntia ficus-indica,,Caryophyllales,Cactaceae,Opuntia,
2443,II,Opuntia fragilis,,Caryophyllales,Cactaceae,Opuntia,
2444,II,Opuntia humifusa,,Caryophyllales,Cactaceae,Opuntia,
2445,II,Opuntia hybrid,,Caryophyllales,Cactaceae,Opuntia,
2446,II,Opuntia hybrid,,Caryophyllales,Cactaceae,Opuntia,XX
2447,II,Opuntia hyptiacantha,,Caryophyllales,Cactaceae,Opuntia,
2448,II,Opuntia leucotricha,,Caryophyllales,Cactaceae,Opuntia,
2449,II,Opuntia leucotricha,,Caryophyllales,Cactaceae,Opuntia,XX
2450,II,Opuntia lutea,,Caryophyllales,Cactaceae,Opuntia,
2451,II,Opuntia macrorhiza,,Caryophyllales,Cactaceae,Opuntia,
2452,II,Opuntia martiniana,,Caryophyllales,Cactaceae,Opuntia,
2453,II,Opuntia microdasys,,Caryophyllales,Cactaceae,Opuntia,
2454,II,Opuntia monacantha,,Caryophyllales,Cactaceae,Opuntia,
2455,II,Opuntia monacantha,,Caryophyllales,Cactaceae,Opuntia,XX
2456,II,Opuntia phaeacantha,,Caryophyllales,Cactaceae,Opuntia,
2457,II,Opuntia phaeacantha,,Caryophyllales,Cactaceae,Opuntia,XX
2458,II,Opuntia pilifera,,Caryophyllales,Cactaceae,Opuntia,
2459,II,Opuntia polyacantha,,Caryophyllales,Cactaceae,Opuntia,
2460,II,Opuntia pubescens,,Caryophyllales,Cactaceae,Opuntia,
2461,II,Opuntia pycnantha,,Caryophyllales,Cactaceae,Opuntia,
2462,II,Opuntia retrorsa,,Caryophyllales,Cactaceae,Opuntia,
2463,II,Opuntia robusta,,Caryophyllales,Cactaceae,Opuntia,
2464,II,Opuntia robusta,,Caryophyllales,Cactaceae,Opuntia,XX
2465,II,Opuntia salmiana,,Caryophyllales,Cactaceae,Opuntia,
2466,II,Opuntia santa-rita,,Caryophyllales,Cactaceae,Opuntia,
2467,II,Opuntia scheeri,,Caryophyllales,Cactaceae,Opuntia,
2468,II,Opuntia streptacantha,,Caryophyllales,Cactaceae,Opuntia,MX
2469,II,Opuntia stricta,,Caryophyllales,Cactaceae,Opuntia,
2470,II,Opuntia sulphurea,,Caryophyllales,Cactaceae,Opuntia,
2471,II,Opuntia tomentosa,,Caryophyllales,Cactaceae,Opuntia,
2472,II,Opuntia velutina,,Caryophyllales,Cactaceae,Opuntia,
2473,II,Oreocereus spp.,,Caryophyllales,Cactaceae,Oreocereus,
2474,II,Oreocereus celsianus,,Caryophyllales,Cactaceae,Oreocereus,
2475,II,Oreocereus doelzianus,,Caryophyllales,Cactaceae,Oreocereus,
2476,II,Oreocereus pseudofossulatus,,Caryophyllales,Cactaceae,Oreocereus,
2477,II,Oreocereus ritteri,,Caryophyllales,Cactaceae,Oreocereus,
2478,II,Oreocereus trollii,,Caryophyllales,Cactaceae,Oreocereus,
2479,II,Oroya peruviana,,Caryophyllales,Cactaceae,Oroya,
2480,II,Pacherocactus orcuttii,,Caryophyllales,Cactaceae,Pacherocactus,
2481,II,Pachycereus spp.,,Caryophyllales,Cactaceae,Pachycereus,
2482,II,Pachycereus eichlamii,,Caryophyllales,Cactaceae,Pachycereus,
2483,II,Pachycereus grandis,,Caryophyllales,Cactaceae,Pachycereus,
2484,II,Pachycereus hollianus,,Caryophyllales,Cactaceae,Pachycereus,
2485,II,Pachycereus marginatus,,Caryophyllales,Cactaceae,Pachycereus,
2486,II,Pachycereus pecten-aboriginum,,Caryophyllales,Cactaceae,Pachycereus,
2487,II,Pachycereus pecten-aboriginum,,Caryophyllales,Cactaceae,Pachycereus,XX
2488,II,Pachycereus pringlei,,Caryophyllales,Cactaceae,Pachycereus,
2489,II,Pachycereus pringlei,,Caryophyllales,Cactaceae,Pachycereus,XX
2490,II,Pachycereus schottii,,Caryophyllales,Cactaceae,Pachycereus,
2491,II,Pachycereus weberi,,Caryophyllales,Cactaceae,Pachycereus,
2492,II,Parodia spp.,,Caryophyllales,Cactaceae,Parodia,
2493,II,Parodia alacriportana,,Caryophyllales,Cactaceae,Parodia,
2494,II,Parodia aureicentra,,Caryophyllales,Cactaceae,Parodia,
2495,II,Parodia ayopayana,,Caryophyllales,Cactaceae,Parodia,
2496,II,Parodia buiningii,,Caryophyllales,Cactaceae,Parodia,
2497,II,Parodia chrysacanthion,,Caryophyllales,Cactaceae,Parodia,
2498,II,Parodia comarapana,,Caryophyllales,Cactaceae,Parodia,
2499,II,Parodia concinna,,Caryophyllales,Cactaceae,Parodia,
2500,II,Parodia crassigibba,,Caryophyllales,Cactaceae,Parodia,
2501,II,Parodia erinacea,,Caryophyllales,Cactaceae,Parodia,
2502,II,Parodia haselbergii,,Caryophyllales,Cactaceae,Parodia,
2503,II,Parodia herteri,,Caryophyllales,Cactaceae,Parodia,
2504,II,Parodia horstii,,Caryophyllales,Cactaceae,Parodia,
2505,II,Parodia leninghausii,,Caryophyllales,Cactaceae,Parodia,
2506,II,Parodia linkii,,Caryophyllales,Cactaceae,Parodia,
2507,II,Parodia magnifica,,Caryophyllales,Cactaceae,Parodia,
2508,II,Parodia mammulosa,,Caryophyllales,Cactaceae,Parodia,
2509,II,Parodia microsperma,,Caryophyllales,Cactaceae,Parodia,
2510,II,Parodia mueller-melchersii,,Caryophyllales,Cactaceae,Parodia,
2511,II,Parodia ottonis,,Caryophyllales,Cactaceae,Parodia,
2512,II,Parodia penicillata,,Caryophyllales,Cactaceae,Parodia,
2513,II,Parodia schumanniana,,Caryophyllales,Cactaceae,Parodia,
2514,II,Parodia scopa,,Caryophyllales,Cactaceae,Parodia,
2515,II,Parodia subterranea,,Caryophyllales,Cactaceae,Parodia,
2516,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,
2517,II,Parodia werdermanniana,,Caryophyllales,Cactaceae,Parodia,
2518,II,Pfeiffera boliviana,,Caryophyllales,Cactaceae,Pfeiffera,
2519,II,Pfeiffera monacantha,,Caryophyllales,Cactaceae,Pfeiffera,
2520,II,Pilosocereus spp.,,Caryophyllales,Cactaceae,Pilosocereus,
2521,II,Pilosocereus albisummus,,Caryophyllales,Cactaceae,Pilosocereus,
2522,II,Pilosocereus alensis,,Caryophyllales,Cactaceae,Pilosocereus,
2523,II,Pilosocereus aureispinus,,Caryophyllales,Cactaceae,Pilosocereus,
2524,II,Pilosocereus aurisetus,,Caryophyllales,Cactaceae,Pilosocereus,
2525,II,Pilosocereus azulensis,,Caryophyllales,Cactaceae,Pilosocereus,
2526,II,Pilosocereus chrysacanthus,,Caryophyllales,Cactaceae,Pilosocereus,
2527,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,
2528,II,Pilosocereus diersianus,,Caryophyllales,Cactaceae,Pilosocereus,
2529,II,Pilosocereus gounellei,,Caryophyllales,Cactaceae,Pilosocereus,
2530,II,Pilosocereus leucocephalus,,Caryophyllales,Cactaceae,Pilosocereus,
2531,II,Pilosocereus magnificus,,Caryophyllales,Cactaceae,Pilosocereus,
2532,II,Pilosocereus pachycladus,,Caryophyllales,Cactaceae,Pilosocereus,
2533,II,Pilosocereus royenii,,Caryophyllales,Cactaceae,Pilosocereus,
2534,II,Polaskia spp.,,Caryophyllales,Cactaceae,Polaskia,
2535,II,Polaskia chende,,Caryophyllales,Cactaceae,Polaskia,
2536,II,Polaskia chichipe,,Caryophyllales,Cactaceae,Polaskia,
2537,II,Pseudorhipsalis acuminata,,Caryophyllales,Cactaceae,Pseudorhipsalis,
2538,II,Pseudorhipsalis ramulosa,,Caryophyllales,Cactaceae,Pseudorhipsalis,
2539,II,Pseudorhipsalis ramulosa,,Caryophyllales,Cactaceae,Pseudorhipsalis,BE
2540,II,Punotia lagopus,,Caryophyllales,Cactaceae,Punotia,
2541,II,Pygmaeocereus spp.,,Caryophyllales,Cactaceae,Pygmaeocereus,
2542,II,Pygmaeocereus bieblii,,Caryophyllales,Cactaceae,Pygmaeocereus,
2543,II,Rebutia spp.,,Caryophyllales,Cactaceae,Rebutia,
2544,II,Rebutia arenacea,,Caryophyllales,Cactaceae,Rebutia,
2545,II,Rebutia breviflora,,Caryophyllales,Cactaceae,Rebutia,
2546,II,Rebutia canigueralii,,Caryophyllales,Cactaceae,Rebutia,
2547,II,Rebutia cylindrica,,Caryophyllales,Cactaceae,Rebutia,
2548,II,Rebutia deminuta,,Caryophyllales,Cactaceae,Rebutia,
2549,II,Rebutia fiebrigii,,Caryophyllales,Cactaceae,Rebutia,
2550,II,Rebutia heliosa,,Caryophyllales,Cactaceae,Rebutia,
2551,II,Rebutia hybrid,,Caryophyllales,Cactaceae,Rebutia,
2552,II,Rebutia hybrid,,Caryophyllales,Cactaceae,Rebutia,XX
2553,II,Rebutia mentosa,,Caryophyllales,Cactaceae,Rebutia,
2554,II,Rebutia minuscula,,Caryophyllales,Cactaceae,Rebutia,
2555,II,Rebutia pulvinosa,,Caryophyllales,Cactaceae,Rebutia,
2556,II,Rebutia pygmaea,,Caryophyllales,Cactaceae,Rebutia,
2557,II,Rhipsalis spp.,,Caryophyllales,Cactaceae,Rhipsalis,
2558,II,Rhipsalis agudoensis,,Caryophyllales,Cactaceae,Rhipsalis,
2559,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,
2560,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,ZW
2561,II,Rhipsalis baccifera,,Caryophyllales,Cactaceae,Rhipsalis,NL
2562,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,
2563,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,ZW
2564,II,Rhipsalis burchellii,,Caryophyllales,Cactaceae,Rhipsalis,NL
2565,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,
2566,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,ZW
2567,II,Rhipsalis cereuscula,,Caryophyllales,Cactaceae,Rhipsalis,NL
2568,II,Rhipsalis clavata,,Caryophyllales,Cactaceae,Rhipsalis,
2569,II,Rhipsalis elliptica,,Caryophyllales,Cactaceae,Rhipsalis,
